577024,4,0,2012-11-12 16:51:45,116.2692337,39.8700829,12,52,1
577024,1,1,2012-11-12 16:52:05,116.2696304,39.8702736,15,58,1
577024,4,1,2012-11-12 16:52:38,116.2717133,39.8711929,15,72,1
577024,4,1,2012-11-12 16:53:31,116.2741699,39.8692932,13,148,1
577024,4,1,2012-11-12 16:54:26,116.2768631,39.865345,41,146,1
577024,4,1,2012-11-12 16:55:32,116.2848511,39.8644829,41,86,1
577024,4,1,2012-11-12 16:56:25,116.2863312,39.8645554,0,48,1
577024,4,1,2012-11-12 16:57:19,116.2882843,39.866291,2,320,1
577024,4,1,2012-11-12 16:58:14,116.2882843,39.8663673,13,358,1
577024,4,1,2012-11-12 16:59:07,116.2885361,39.8701973,23,8,1
577024,0,0,2012-11-12 16:59:31,116.2885971,39.8708611,0,12,1
577024,4,0,2012-11-12 17:00:00,116.2886658,39.872345,38,2,1
577024,4,0,2012-11-12 17:00:54,116.2890167,39.8761673,38,4,1
577024,4,0,2012-11-12 17:01:48,116.2913971,39.8779106,36,74,1
577024,4,0,2012-11-12 17:02:45,116.2986298,39.880558,41,56,1
577024,4,0,2012-11-12 17:03:39,116.3028183,39.8823128,15,76,1
577024,4,0,2012-11-12 17:05:29,116.3049011,39.8856125,19,350,1
577024,1,1,2012-11-12 17:06:10,116.304718,39.8868294,15,346,1
577024,4,1,2012-11-12 17:06:23,116.3045349,39.8877945,32,2,1
577024,4,1,2012-11-12 17:07:13,116.3042984,39.8930473,54,358,1
577024,4,1,2012-11-12 17:08:07,116.3041687,39.8991089,30,358,1
577024,4,1,2012-11-12 17:09:01,116.3041687,39.9050713,51,358,1
577024,4,1,2012-11-12 17:09:55,116.3041534,39.9111824,51,358,1
577024,4,1,2012-11-12 17:10:50,116.3041687,39.9180412,38,0,1
577024,4,1,2012-11-12 17:11:43,116.3041,39.9218826,28,0,1
577024,4,1,2012-11-12 17:12:36,116.3041153,39.9264984,32,356,1
577024,4,1,2012-11-12 17:13:29,116.3041992,39.9314613,34,358,1
577024,4,1,2012-11-12 17:14:24,116.3040314,39.9338036,30,0,1
577024,4,1,2012-11-12 17:15:17,116.3040695,39.9389725,21,352,1
577024,4,1,2012-11-12 17:16:12,116.3042526,39.9423866,0,6,1
577024,4,1,2012-11-12 17:17:07,116.3040466,39.9441299,15,356,1
577024,4,1,2012-11-12 17:18:04,116.3037796,39.9468002,26,356,1
577024,4,1,2012-11-12 17:18:57,116.3033524,39.9508934,41,356,1
577024,4,1,2012-11-12 17:19:48,116.3026657,39.9572029,62,348,1
577024,4,1,2012-11-12 17:20:38,116.3067856,39.9627686,58,62,1
577024,4,1,2012-11-12 17:21:31,116.3174133,39.9658318,65,86,1
